identity_id,platform,direct_group,parent_group,effective_privilege,is_nested_admin
ID0069,Okta,AWS SSO,,standard,False
ID0069,Okta,GitHub Enterprise,,standard,False
ID0069,Okta,ServiceNow,,standard,False
ID0069,Okta,Slack,,standard,False
ID0069,Okta,CyberArk,,elevated,False
ID0070,AD,GG-Dev-Staff,,standard,False
ID0070,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0070,AD,GG-VPN-Access,,standard,False
ID0070,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0070,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0070,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0070,Okta,GitHub Enterprise,,standard,False
ID0070,Okta,AWS SSO,,standard,False
ID0070,Okta,Jira,,standard,False
ID0070,Okta,Slack,,standard,False
ID0071,AD,GG-Dev-Staff,,standard,False
ID0071,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0071,AD,GG-VPN-Access,,standard,False
ID0071,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0071,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0071,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0071,Okta,GitHub Enterprise,,standard,False
ID0071,Okta,AWS SSO,,standard,False
ID0071,Okta,Jira,,standard,False
ID0071,Okta,Slack,,standard,False
ID0072,AD,GG-Finance-Staff,,standard,False
ID0072,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0072,AD,GG-ReadOnly-FS,,limited,False
ID0072,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0072,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0072,Okta,Workday,,standard,False
ID0072,Okta,Slack,,standard,False
ID0073,AD,GG-HR-Staff,,standard,False
ID0073,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0073,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0073,Okta,Workday,,standard,False
ID0073,Okta,Slack,,standard,False
ID0073,Okta,ServiceNow,,standard,False
ID0074,AD,GG-Legal-Staff,,standard,False
ID0074,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0074,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0074,Okta,Slack,,standard,False
ID0075,AD,GG-Legal-Staff,,standard,False
ID0075,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0075,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0075,Okta,Slack,,standard,False
ID0076,AD,GG-Legal-Staff,,standard,False
ID0076,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0076,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0076,Okta,Slack,,standard,False
ID0077,AD,GG-Dev-Staff,,standard,False
ID0077,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0077,AD,GG-VPN-Access,,standard,False
ID0077,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0077,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0077,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0077,Okta,GitHub Enterprise,,standard,False
ID0077,Okta,AWS SSO,,standard,False
ID0077,Okta,Jira,,standard,False
ID0077,Okta,Slack,,standard,False
ID0078,AD,GG-Finance-Staff,,standard,False
ID0078,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0078,AD,GG-ReadOnly-FS,,limited,False
ID0078,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0078,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0078,Okta,Workday,,standard,False
ID0078,Okta,Slack,,standard,False
ID0079,AD,GG-HR-Staff,,standard,False
ID0079,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0079,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0079,Okta,Workday,,standard,False
ID0079,Okta,Slack,,standard,False
ID0079,Okta,ServiceNow,,standard,False
ID0080,AD,GG-Dev-Staff,,standard,False
ID0080,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0080,AD,GG-VPN-Access,,standard,False
ID0080,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0080,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0080,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0080,Okta,GitHub Enterprise,,standard,False
ID0080,Okta,AWS SSO,,standard,False
ID0080,Okta,Jira,,standard,False
ID0080,Okta,Slack,,standard,False
ID0081,AD,GG-Dev-Staff,,standard,False
ID0081,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0081,AD,GG-VPN-Access,,standard,False
ID0081,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0081,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0081,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0081,Okta,GitHub Enterprise,,standard,False
ID0081,Okta,AWS SSO,,standard,False
ID0081,Okta,Jira,,standard,False
ID0081,Okta,Slack,,standard,False
ID0082,AD,GG-Finance-Staff,,standard,False
ID0082,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0082,AD,GG-ReadOnly-FS,,limited,False
ID0082,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0082,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0082,Okta,Workday,,standard,False
ID0082,Okta,Slack,,standard,False
ID0083,AD,GG-Dev-Staff,,standard,False
ID0083,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0083,AD,GG-VPN-Access,,standard,False
ID0083,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0083,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0083,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0083,Okta,GitHub Enterprise,,standard,False
ID0083,Okta,AWS SSO,,standard,False
ID0083,Okta,Jira,,standard,False
ID0083,Okta,Slack,,standard,False
ID0084,AD,GG-Sales-Staff,,standard,False
ID0084,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0084,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0084,Okta,Salesforce,,standard,False
ID0084,Okta,Slack,,standard,False
ID0085,AD,GG-Finance-Staff,,standard,False
ID0085,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0085,AD,GG-ReadOnly-FS,,limited,False
ID0085,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0085,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0085,Okta,Workday,,standard,False
ID0085,Okta,Slack,,standard,False
ID0086,AD,GG-Dev-Staff,,standard,False
ID0086,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0086,AD,GG-VPN-Access,,standard,False
ID0086,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0086,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0086,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0086,Okta,GitHub Enterprise,,standard,False
ID0086,Okta,AWS SSO,,standard,False
ID0086,Okta,Jira,,standard,False
ID0086,Okta,Slack,,standard,False
ID0087,AD,GG-HR-Staff,,standard,False
ID0087,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0087,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0087,Okta,Workday,,standard,False
ID0087,Okta,Slack,,standard,False
ID0087,Okta,ServiceNow,,standard,False
ID0088,AD,GG-Sales-Staff,,standard,False
ID0088,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0088,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0088,Okta,Salesforce,,standard,False
ID0088,Okta,Slack,,standard,False
ID0089,AD,GG-Finance-Staff,,standard,False
ID0089,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0089,AD,GG-ReadOnly-FS,,limited,False
ID0089,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0089,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0089,Okta,Workday,,standard,False
ID0089,Okta,Slack,,standard,False
ID0090,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0090,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0090,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0090,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0090,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0090,Okta,AWS SSO,,standard,False
ID0090,Okta,GitHub Enterprise,,standard,False
ID0090,Okta,ServiceNow,,standard,False
ID0090,Okta,Slack,,standard,False
ID0090,Okta,CyberArk,,elevated,False
ID0091,AD,GG-HR-Staff,,standard,False
ID0091,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0091,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0091,Okta,Workday,,standard,False
ID0091,Okta,Slack,,standard,False
ID0091,Okta,ServiceNow,,standard,False
ID0092,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0092,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0092,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0092,AD,GG-Domain-Admins,,admin,True
ID0092,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0092,Okta,AWS SSO,,standard,False
ID0092,Okta,GitHub Enterprise,,standard,False
ID0092,Okta,ServiceNow,,standard,False
ID0092,Okta,Slack,,standard,False
ID0092,Okta,CyberArk,,elevated,False
ID0092,Okta,Okta Admin Console,,admin,True
ID0093,AD,GG-HR-Staff,,standard,False
ID0093,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0093,AD,GG-Domain-Admins,,admin,True
ID0093,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0093,Okta,Workday,,standard,False
ID0093,Okta,Slack,,standard,False
ID0093,Okta,ServiceNow,,standard,False
ID0094,AD,GG-Finance-Staff,,standard,False
ID0094,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0094,AD,GG-ReadOnly-FS,,limited,False
ID0094,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0094,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0094,Okta,Workday,,standard,False
ID0094,Okta,Slack,,standard,False
ID0095,AD,GG-HR-Staff,,standard,False
ID0095,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0095,AD,GG-Domain-Admins,,admin,True
ID0095,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0095,Okta,Workday,,standard,False
ID0095,Okta,Slack,,standard,False
ID0095,Okta,ServiceNow,,standard,False
ID0096,AD,GG-Legal-Staff,,standard,False
ID0096,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0096,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0096,Okta,Slack,,standard,False
ID0097,AD,GG-Sales-Staff,,standard,False
ID0097,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0097,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0097,Okta,Salesforce,,standard,False
ID0097,Okta,Slack,,standard,False
ID0098,AD,GG-Finance-Staff,,standard,False
ID0098,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0098,AD,GG-ReadOnly-FS,,limited,False
ID0098,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0098,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0098,Okta,Workday,,standard,False
ID0098,Okta,Slack,,standard,False
ID0099,AD,GG-Dev-Staff,,standard,False
ID0099,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0099,AD,GG-VPN-Access,,standard,False
ID0099,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0099,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0099,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0099,Okta,GitHub Enterprise,,standard,False
ID0099,Okta,AWS SSO,,standard,False
ID0099,Okta,Jira,,standard,False
ID0099,Okta,Slack,,standard,False
ID0100,AD,GG-HR-Staff,,standard,False
ID0100,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0100,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0100,Okta,Workday,,standard,False
ID0100,Okta,Slack,,standard,False
ID0100,Okta,ServiceNow,,standard,False
ID0101,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0101,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0101,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0101,AD,GG-Domain-Admins,,admin,True
ID0101,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0101,Okta,AWS SSO,,standard,False
ID0101,Okta,GitHub Enterprise,,standard,False
ID0101,Okta,ServiceNow,,standard,False
ID0101,Okta,Slack,,standard,False
ID0101,Okta,CyberArk,,elevated,False
ID0101,Okta,Okta Admin Console,,admin,True
ID0102,AD,GG-Dev-Staff,,standard,False
ID0102,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0102,AD,GG-VPN-Access,,standard,False
ID0102,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0102,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0102,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0102,Okta,GitHub Enterprise,,standard,False
ID0102,Okta,AWS SSO,,standard,False
ID0102,Okta,Jira,,standard,False
ID0102,Okta,Slack,,standard,False
ID0103,AD,GG-Legal-Staff,,standard,False
ID0103,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0103,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0103,Okta,Slack,,standard,False
ID0104,AD,GG-Legal-Staff,,standard,False
ID0104,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0104,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0104,Okta,Slack,,standard,False
ID0105,AD,GG-Dev-Staff,,standard,False
ID0105,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0105,AD,GG-VPN-Access,,standard,False
ID0105,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0105,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0105,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0105,Okta,GitHub Enterprise,,standard,False
ID0105,Okta,AWS SSO,,standard,False
ID0105,Okta,Jira,,standard,False
ID0105,Okta,Slack,,standard,False
ID0106,AD,GG-HR-Staff,,standard,False
ID0106,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0106,AD,GG-Domain-Admins,,admin,True
ID0106,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0106,Okta,Workday,,standard,False
ID0106,Okta,Slack,,standard,False
ID0106,Okta,ServiceNow,,standard,False
ID0107,AD,GG-Finance-Staff,,standard,False
ID0107,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0107,AD,GG-ReadOnly-FS,,limited,False
ID0107,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0107,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0107,Okta,Workday,,standard,False
ID0107,Okta,Slack,,standard,False
ID0108,AD,GG-Legal-Staff,,standard,False
ID0108,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0108,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0108,Okta,Slack,,standard,False
ID0109,AD,GG-Sales-Staff,,standard,False
ID0109,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0109,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0109,Okta,Salesforce,,standard,False
ID0109,Okta,Slack,,standard,False
ID0110,AD,GG-Sales-Staff,,standard,False
ID0110,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0110,AD,GG-Domain-Admins,,admin,True
ID0110,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0110,Okta,Salesforce,,standard,False
ID0110,Okta,Slack,,standard,False
ID0111,AD,GG-Legal-Staff,,standard,False
ID0111,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0111,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0111,Okta,Slack,,standard,False
ID0112,AD,GG-Legal-Staff,,standard,False
ID0112,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0112,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0112,Okta,Slack,,standard,False
ID0113,AD,GG-Legal-Staff,,standard,False
ID0113,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0113,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0113,Okta,Slack,,standard,False
ID0114,AD,GG-Legal-Staff,,standard,False
ID0114,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0114,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0114,Okta,Slack,,standard,False
ID0115,AD,GG-Dev-Staff,,standard,False
ID0115,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0115,AD,GG-VPN-Access,,standard,False
ID0115,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0115,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0115,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0115,Okta,GitHub Enterprise,,standard,False
ID0115,Okta,AWS SSO,,standard,False
ID0115,Okta,Jira,,standard,False
ID0115,Okta,Slack,,standard,False
ID0116,AD,GG-Dev-Staff,,standard,False
ID0116,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0116,AD,GG-VPN-Access,,standard,False
ID0116,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0116,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0116,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0116,Okta,GitHub Enterprise,,standard,False
ID0116,Okta,AWS SSO,,standard,False
ID0116,Okta,Jira,,standard,False
ID0116,Okta,Slack,,standard,False
ID0117,AD,GG-Finance-Staff,,standard,False
ID0117,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0117,AD,GG-ReadOnly-FS,,limited,False
ID0117,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0117,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0117,Okta,Workday,,standard,False
ID0117,Okta,Slack,,standard,False
ID0118,AD,GG-Legal-Staff,,standard,False
ID0118,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0118,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0118,Okta,Slack,,standard,False
ID0119,AD,GG-Dev-Staff,,standard,False
ID0119,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0119,AD,GG-VPN-Access,,standard,False
ID0119,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0119,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0119,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0119,Okta,GitHub Enterprise,,standard,False
ID0119,Okta,AWS SSO,,standard,False
ID0119,Okta,Jira,,standard,False
ID0119,Okta,Slack,,standard,False
ID0120,AD,GG-Legal-Staff,,standard,False
ID0120,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0120,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0120,Okta,Slack,,standard,False
ID0121,AD,GG-Dev-Staff,,standard,False
ID0121,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0121,AD,GG-VPN-Access,,standard,False
ID0121,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0121,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0121,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0121,Okta,GitHub Enterprise,,standard,False
ID0121,Okta,AWS SSO,,standard,False
ID0121,Okta,Jira,,standard,False
ID0121,Okta,Slack,,standard,False
ID0122,AD,GG-Sales-Staff,,standard,False
ID0122,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0122,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0122,Okta,Salesforce,,standard,False
ID0122,Okta,Slack,,standard,False
ID0123,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0123,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0123,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0123,AD,GG-Domain-Admins,,admin,True
ID0123,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0123,Okta,AWS SSO,,standard,False
ID0123,Okta,GitHub Enterprise,,standard,False
ID0123,Okta,ServiceNow,,standard,False
ID0123,Okta,Slack,,standard,False
ID0123,Okta,CyberArk,,elevated,False
ID0123,Okta,Okta Admin Console,,admin,True
ID0124,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0124,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0124,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0124,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0124,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0124,Okta,AWS SSO,,standard,False
ID0124,Okta,GitHub Enterprise,,standard,False
ID0124,Okta,ServiceNow,,standard,False
ID0124,Okta,Slack,,standard,False
ID0124,Okta,CyberArk,,elevated,False
ID0125,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0125,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0125,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0125,AD,GG-Domain-Admins,,admin,True
ID0125,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0125,Okta,AWS SSO,,standard,False
ID0125,Okta,GitHub Enterprise,,standard,False
ID0125,Okta,ServiceNow,,standard,False
ID0125,Okta,Slack,,standard,False
ID0125,Okta,CyberArk,,elevated,False
ID0125,Okta,Okta Admin Console,,admin,True
ID0126,AD,GG-HR-Staff,,standard,False
ID0126,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0126,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0126,Okta,Workday,,standard,False
ID0126,Okta,Slack,,standard,False
ID0126,Okta,ServiceNow,,standard,False
ID0127,AD,GG-Dev-Staff,,standard,False
ID0127,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0127,AD,GG-VPN-Access,,standard,False
ID0127,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0127,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0127,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0127,Okta,GitHub Enterprise,,standard,False
ID0127,Okta,AWS SSO,,standard,False
ID0127,Okta,Jira,,standard,False
ID0127,Okta,Slack,,standard,False
ID0128,AD,GG-Sales-Staff,,standard,False
ID0128,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0128,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0128,Okta,Salesforce,,standard,False
ID0128,Okta,Slack,,standard,False
ID0129,AD,GG-Finance-Staff,,standard,False
ID0129,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0129,AD,GG-ReadOnly-FS,,limited,False
ID0129,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0129,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0129,Okta,Workday,,standard,False
ID0129,Okta,Slack,,standard,False
ID0130,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0130,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0130,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0130,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0130,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0130,Okta,AWS SSO,,standard,False
ID0130,Okta,GitHub Enterprise,,standard,False
ID0130,Okta,ServiceNow,,standard,False
ID0130,Okta,Slack,,standard,False
ID0130,Okta,CyberArk,,elevated,False
ID0130,Okta,Okta Admin Console,,admin,True
ID0131,AD,GG-Sales-Staff,,standard,False
ID0131,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0131,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0131,Okta,Salesforce,,standard,False
ID0131,Okta,Slack,,standard,False
ID0132,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0132,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0132,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0132,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0132,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0132,Okta,AWS SSO,,standard,False
ID0132,Okta,GitHub Enterprise,,standard,False
ID0132,Okta,ServiceNow,,standard,False
ID0132,Okta,Slack,,standard,False
ID0132,Okta,CyberArk,,elevated,False
ID0133,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0133,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0133,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0133,AD,GG-Domain-Admins,,admin,True
ID0133,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
